card_name,issuing_bank,issuing_bank_raw,card_network,categories,joining_fee,annual_fee,fee_waiver_condition,reward_rate,reward_structure,redemption_options,welcome_benefits,milestone_benefits,lounge_access,eligibility,interest_rate_apr,forex_markup,other_charges,key_features,pros,cons,rating,source_site,source_url
Kotak Urbane Gold credit card,Kotak Mahindra Bank,Kotak,,"[""Catalogue Products""]",0,,,1% to 3%,"[{""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Education""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 100000, ""cycleType"": ""STATEMENT"", ""benefits"": ""Get 4 free PVR tickets or 10,000 reward points"", ""milestoneType"": ""YEAR""}]",[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/kotak-urbane-gold
Kotak NRI Royale Signature credit card,Kotak Mahindra Bank,Kotak,,"[""Experience"", ""Travel Booking"", ""Hotel Transfer""]",0,,,2% to 4%,"[{""child"": ""Earn 1 Reward Points per ₹200 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""International""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Education""}, {""child"": "" No Reward Points on this category."", ""name"": ""Online Gaming""}, {""child"": "" No Reward Points on this category."", ""name"": ""IRCTC""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],"[{""maintitle"": ""Domestic lounge"", ""limit"": [""2 per quarter""], ""eligibility"": [""No explicit spend condition""]}]",,,,[],[],,,,savesage.club,https://savesage.club/credit-card/kotak-nri-royale-signature
Kotak BIZ credit card,Kotak Mahindra Bank,Kotak,,"[""Travel Booking"", ""Hotel Transfer""]",299,,,2% to 4%,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 4 Reward Points per ₹100 spent"", ""name"": ""Travel""}, {""child"": ""Earn 4 Reward Points per ₹100 spent"", ""name"": ""Domestic Airlines""}, {""child"": ""Earn 4 Reward Points per ₹100 spent"", ""name"": ""Grocery""}, {""child"": ""Earn 4 Reward Points per ₹100 spent"", ""name"": ""Hotels""}, {""child"": "" No Reward Points on this category."", ""name"": ""Online Gaming""}, {""child"": "" No Reward Points on this category."", ""name"": ""Trains""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Education""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],"[{""maintitle"": ""Domestic lounge"", ""limit"": [""1 per quarter""], ""eligibility"": [""No explicit spend condition""]}]",,,,"[{""mainTitle"": ""Insurance"", ""child"": ""Card Liability Cover upto 50,000.""}, {""mainTitle"": ""Insurance"", ""child"": ""Purchase Protection upto Rs 25,000.""}, {""mainTitle"": ""Insurance"", ""child"": ""Loss of Checked in Baggage upto Rs 10,000.""}, {""mainTitle"": ""Insurance"", ""child"": ""Delay of Checked in Baggage upto Rs 10,000.""}, {""mainTitle"": ""Insurance"", ""child"": ""Valuable Documents Cover upto Rs 10,000.""}, {""mainTitle"": ""Insurance"", ""child"": ""Missing Connecting International Flight During Transit upto Rs10,000.""}]","[""Card Liability Cover upto 50,000."", ""Purchase Protection upto Rs 25,000."", ""Loss of Checked in Baggage upto Rs 10,000."", ""Delay of Checked in Baggage upto Rs 10,000."", ""Valuable Documents Cover upto Rs 10,000."", ""Missing Connecting International Flight During Transit upto Rs10,000.""]",,,,savesage.club,https://savesage.club/credit-card/kotak-biz
AU Business Cashback credit card,AU Small Finance Bank,AU,,"[""Cashback""]",99,,,1% to 2%,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": "" No Reward Points on this category."", ""name"": ""Transportation & Tolls""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Insurance""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 10000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Railway lounge"", ""limit"": [""2 per quarter""], ""eligibility"": [""8 complimentary railway lounge access per year.""]}]",,,,"[{""mainTitle"": ""Business"", ""child"": ""Complimentary Business Insurance.""}, {""mainTitle"": ""EazyDiner"", ""child"": ""Upto ₹500 off""}]","[""Complimentary Business Insurance."", ""Upto ₹500 off""]",,,,savesage.club,https://savesage.club/credit-card/au-business-cashback
AU Spont credit card,AU Small Finance Bank,AU,,[],299,,,NA,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Insurance""}, {""child"": "" No Reward Points on this category."", ""name"": ""Transportation & Tolls""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Education""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],"[{""maintitle"": ""Domestic lounge"", ""limit"": [""2 per quarter""], ""eligibility"": [""On reaching minimum quarterly spends of ₹20,000.""]}, {""maintitle"": ""Railway lounge"", ""limit"": [""2 per quarter""], ""eligibility"": [""No explicit spend condition""]}]",,,,"[{""mainTitle"": ""EazyDiner"", ""child"": ""Upto ₹500 off""}]","[""Upto ₹500 off""]",,,,savesage.club,https://savesage.club/credit-card/au-spont
BOB Pragati credit card,Bank of Baroda,BOB,,[],0,,,NA,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Grocery""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Movies""}, {""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Telecom & Cable""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Education""}, {""child"": "" No Reward Points on this category."", ""name"": ""Transportation & Tolls""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""Insurance""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 25000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]",[],,,,"[{""mainTitle"": ""Death"", ""child"": ""Personal Accidental death cover worth Rs 15 lakh for air accident.""}, {""mainTitle"": ""Death"", ""child"": ""Personal Accidental death cover worth Rs 5 lakh for non-air accident.""}, {""mainTitle"": ""EazyDiner"", ""child"": ""Upto ₹400 off""}]","[""Personal Accidental death cover worth Rs 15 lakh for air accident."", ""Personal Accidental death cover worth Rs 5 lakh for non-air accident."", ""Upto ₹400 off""]",,,,savesage.club,https://savesage.club/credit-card/bob-pragati
BOB Tiara credit card,Bank of Baroda,BOB,,"[""Cashback""]",2499,,,1% to 2%,"[{""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 15 Reward Points per ₹100 spent"", ""name"": ""Dining""}, {""child"": ""Earn 15 Reward Points per ₹100 spent"", ""name"": ""Travel""}, {""child"": ""Earn 15 Reward Points per ₹100 spent"", ""name"": ""International""}, {""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""Telecom & Cable""}, {""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Insurance""}, {""child"": "" No Reward Points on this category."", ""name"": ""Education""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""Transportation & Tolls""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 0, ""cycleType"": ""STATEMENT"", ""benefits"": ""Complimentary Swiggy 3-month membership.Free annual memberships to Amazon Prime/Disney Hotstar, Gaana Plus, and more.Complimentary 6 months FITPASS Pro Membership worth Rs. 15000."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 25000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The joining fee will be waived."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 3, ""spent"": 250000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""Unlimited""], ""eligibility"": [""Spend ₹40K in the previous calendar quarter.""]}]",,,,"[{""mainTitle"": ""Amazon Prime/Disney Hotstar"", ""child"": ""Complimentary annual memberships of Amazon Prime/ Disney Hotstar once per annum.""}, {""mainTitle"": ""EazyDiner"", ""child"": ""Upto ₹400 off""}, {""mainTitle"": ""FitPassPro"", ""child"": ""Complimentary 6 months Fitpass Pro membership worth Rs 15,000""}, {""mainTitle"": ""Gaana Plus"", ""child"": ""Complimentary annual memberships of Gaana Plus, once per annum.""}, {""mainTitle"": ""Swiggy"", ""child"": ""Complimentary 3 months Swiggy One membership, once per annum""}]","[""Complimentary annual memberships of Amazon Prime/ Disney Hotstar once per annum."", ""Upto ₹400 off"", ""Complimentary 6 months Fitpass Pro membership worth Rs 15,000"", ""Complimentary annual memberships of Gaana Plus, once per annum."", ""Complimentary 3 months Swiggy One membership, once per annum""]",,,,savesage.club,https://savesage.club/credit-card/bob-tiara
BOB Corporate Global credit card,Bank of Baroda,BOB,,[],0,,,NA,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Telecom & Cable""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Insurance""}, {""child"": "" No Reward Points on this category."", ""name"": ""Transportation & Tolls""}, {""child"": "" No Reward Points on this category."", ""name"": ""Education""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],"[{""maintitle"": ""Domestic lounge"", ""limit"": [""2 per quarter""], ""eligibility"": [""Spend ₹20K in preceding calendar quarter.""]}]",,,,"[{""mainTitle"": ""EazyDiner"", ""child"": ""Upto ₹400 off""}, {""mainTitle"": ""Insurance"", ""child"": ""An air-accident death cover of Rs 1 Crore.""}, {""mainTitle"": ""Insurance"", ""child"": ""Non-air accident death cover of Rs 10,00,000""}]","[""Upto ₹400 off"", ""An air-accident death cover of Rs 1 Crore."", ""Non-air accident death cover of Rs 10,00,000""]",,,,savesage.club,https://savesage.club/credit-card/bob-corporate-global
BOB ICMAI One credit card,Bank of Baroda,BOB,,"[""Experience"", ""Travel Booking""]",1,,,1% to 2%,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Online""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Dining""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Telecom & Cable""}, {""child"": "" No Reward Points on this category."", ""name"": ""Transportation & Tolls""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Education""}, {""child"": "" No Reward Points on this category."", ""name"": ""Insurance""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 0, ""cycleType"": ""STATEMENT"", ""benefits"": ""Get FitPass Pro membership worth Rs 15,000 free for 6 months."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 100000, ""cycleType"": ""STATEMENT"", ""benefits"": ""4,000 reward points every quarter."", ""milestoneType"": ""QUARTER""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""3 per quarter""], ""eligibility"": [""Spend ₹40K in the previous calendar quarter.""]}]",,,,"[{""mainTitle"": ""EazyDiner"", ""child"": ""Upto ₹400 off""}]","[""Upto ₹400 off""]",,,,savesage.club,https://savesage.club/credit-card/bob-icmai-one
BOB Empower Business credit card,Bank of Baroda,BOB,,"[""Cashback""]",0,,,3% to 5%,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Telecom & Cable""}, {""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Transportation & Tolls""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Education""}, {""child"": "" No Reward Points on this category."", ""name"": ""Insurance""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 50000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]",[],,,,"[{""mainTitle"": ""EazyDiner"", ""child"": ""Upto ₹400 off""}, {""mainTitle"": ""Insurance"", ""child"": ""Air accidental death coverage of Rs 15 lakh.""}, {""mainTitle"": ""Insurance"", ""child"": ""Non-air accidental death coverage of Rs 5 lakh.""}]","[""Upto ₹400 off"", ""Air accidental death coverage of Rs 15 lakh."", ""Non-air accidental death coverage of Rs 5 lakh.""]",,,,savesage.club,https://savesage.club/credit-card/bob-empower-business
