card_name,issuing_bank,issuing_bank_raw,card_network,categories,joining_fee,annual_fee,fee_waiver_condition,reward_rate,reward_structure,redemption_options,welcome_benefits,milestone_benefits,lounge_access,eligibility,interest_rate_apr,forex_markup,other_charges,key_features,pros,cons,rating,source_site,source_url
Yes Bank Reserv credit card,Yes Bank,Yes Bank,,[],2499,,,NA,"[{""child"": ""Earn 6 Reward Points per ₹200 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 24 Reward Points per ₹200 spent"", ""name"": ""Online""}, {""child"": ""Earn 12 Reward Points per ₹200 spent"", ""name"": ""International""}, {""child"": ""Earn 6 Reward Points per ₹200 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 6 Reward Points per ₹200 spent"", ""name"": ""Railways""}, {""child"": ""Earn 6 Reward Points per ₹200 spent"", ""name"": ""Transportation""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 40000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The joining fee will be waived."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""3 per quarter""], ""eligibility"": [""Spend ₹1,00,000 or more in the previous quarter (Jan-Mar, Apr-Jun, Jul-Sep, Oct-Dec), you automatically qualify for this privilege in the subsequent quarter (Apr-Jun,  Jul-Sep, Oct-Dec, Jan-Mar).""]}]",,,,"[{""mainTitle"": ""BookMyShow"", ""child"": ""25% Discount on All Movie Tickets""}, {""mainTitle"": ""Insurance"", ""child"": ""Personal Accident""}]","[""25% Discount on All Movie Tickets"", ""Personal Accident""]",,,,savesage.club,https://savesage.club/credit-card/yes-bank-reserv
Yes Bank Elite+ credit card,Yes Bank,Yes Bank,,"[""Cashback""]",999,,,0.5% to 1%,"[{""child"": ""Earn 4 Reward Points per ₹200 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 12 Reward Points per ₹200 spent"", ""name"": ""Online""}, {""child"": ""Earn 6 Reward Points per ₹200 spent"", ""name"": ""Offline""}, {""child"": ""Earn 4 Reward Points per ₹200 spent"", ""name"": ""Rent""}, {""child"": ""Earn 4 Reward Points per ₹200 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 4 Reward Points per ₹200 spent"", ""name"": ""Railways""}, {""child"": ""Earn 4 Reward Points per ₹200 spent"", ""name"": ""Transportation""}, {""child"": ""Earn 4 Reward Points per ₹200 spent"", ""name"": ""Education""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 20000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The joining fee will be waived."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 200000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""2 per quarter""], ""eligibility"": [""Spend ₹50,000 or more in the previous quarter (Jan-Mar, Apr-Jun, Jul-Sep, Oct-Dec), you automatically qualify for this privilege in the subsequent quarter (Apr-Jun,  Jul-Sep, Oct-Dec, Jan-Mar).""]}, {""maintitle"": ""International lounge"", ""limit"": [""3 per year""], ""eligibility"": [""No explicit spend condition""]}]",,,,"[{""mainTitle"": ""BookMyShow"", ""child"": ""25% off on booking movie tickets via BookMyShow.""}, {""mainTitle"": ""Golf"", ""child"": ""Complimentary golf lesson.""}]","[""25% off on booking movie tickets via BookMyShow."", ""Complimentary golf lesson.""]",,,,savesage.club,https://savesage.club/credit-card/yes-bank-elite
Yes Bank Prosperity Reward Plus credit card,Yes Bank,Yes Bank,,[],399,,,NA,"[{""child"": ""Earn 4 Reward Points per ₹200 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 8 Reward Points per ₹200 spent"", ""name"": ""International""}, {""child"": ""Earn 8 Reward Points per ₹200 spent"", ""name"": ""Travel""}, {""child"": ""Earn 4 Reward Points per ₹200 spent"", ""name"": ""Railways""}, {""child"": ""Earn 4 Reward Points per ₹200 spent"", ""name"": ""Transportation""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Wallets""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Insurance""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Fuel""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Education""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Rent""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 5000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The joining fee will be waived."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 50000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]",[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/yes-bank-prosperity-reward-plus
Yes Bank Prosperity Reward Edge credit card,Yes Bank,Yes Bank,,[],399,,,NA,"[{""child"": ""Earn 4 Reward Points per ₹200 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 8 Reward Points per ₹200 spent"", ""name"": ""Online""}, {""child"": ""Earn 4 Reward Points per ₹200 spent"", ""name"": ""Transportation""}, {""child"": ""Earn 4 Reward Points per ₹200 spent"", ""name"": ""Railways""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Rent""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Government""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Education""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Wallets""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Insurance""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 15000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The joining fee will be waived."", ""milestoneType"": ""QUARTER""}, {""milestoneNumber"": 2, ""spent"": 75000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""International lounge"", ""limit"": [""1 per year""], ""eligibility"": [""Minimum spend of ₹1 Lakh in the preceding calendar quarter.|Complimentary Lounge Access using Priority Pass.""]}]",,,,[],[],,,,savesage.club,https://savesage.club/credit-card/yes-bank-prosperity-reward-edge
Yes Bank Select credit card,Yes Bank,Yes Bank,,[],599,,,NA,"[{""child"": ""Earn 4 Reward Points per ₹200 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 8 Reward Points per ₹200 spent"", ""name"": ""Online""}, {""child"": ""Earn 4 Reward Points per ₹200 spent"", ""name"": ""Transportation""}, {""child"": ""Earn 4 Reward Points per ₹200 spent"", ""name"": ""Railways""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Insurance""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Wallets""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Rent""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Education""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 15000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The joining fee will be waived."", ""milestoneType"": ""QUARTER""}, {""milestoneNumber"": 2, ""spent"": 75000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""International lounge"", ""limit"": [""1 per year""], ""eligibility"": [""minimum spend of ₹1 Lakh in the preceding calendar quarter""]}]",,,,"[{""mainTitle"": ""Golf"", ""child"": ""Complimentary Golf Rounds""}]","[""Complimentary Golf Rounds""]",,,,savesage.club,https://savesage.club/credit-card/yes-bank-select
Yes Bank Marquee credit card,Yes Bank,Yes Bank,,"[""Cashback"", ""Travel Booking""]",9999,,,1.5% to 3%,"[{""child"": ""Earn 18 Reward Points per ₹200 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 36 Reward Points per ₹200 spent"", ""name"": ""Online""}, {""child"": ""Earn 10 Reward Points per ₹200 spent"", ""name"": ""Government""}, {""child"": ""Earn 10 Reward Points per ₹200 spent"", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Education""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Insurance""}, {""child"": "" No Reward Points on this category."", ""name"": ""Transportation & Tolls""}, {""child"": "" No Reward Points on this category."", ""name"": ""Railways""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 0, ""cycleType"": ""STATEMENT"", ""benefits"": ""40,000 YES Rewardz Points"", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 1000000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""6 per quarter""], ""eligibility"": [""Spend ₹1,00,000 or more in the previous quarter (Jan-Mar, Apr-Jun, Jul-Sep, Oct-Dec), you automatically qualify for this privilege in the subsequent quarter (Apr-Jun,  Jul-Sep, Oct-Dec, Jan-Mar).""]}, {""maintitle"": ""International lounge"", ""limit"": [""Unlimited""], ""eligibility"": [""No explicit spend condition""]}, {""maintitle"": ""Add on card domestic lounge"", ""limit"": [""Available - limit as per primary card""], ""eligibility"": [""As per primary card.""]}, {""maintitle"": ""Add on card international lounge"", ""limit"": [""Available - limit as per primary card""], ""eligibility"": [""As per primary card.""]}]",,,,"[{""mainTitle"": ""BookMyShow"", ""child"": ""Buy One Get One Free""}, {""mainTitle"": ""Golf"", ""child"": ""Complimentary Golf Rounds""}]","[""Buy One Get One Free"", ""Complimentary Golf Rounds""]",,,,savesage.club,https://savesage.club/credit-card/yes-bank-marquee
Yes Bank BYOC credit card,Yes Bank,Yes Bank,,"[""Cashback""]",588,,,1% to 2%,"[{""child"": ""Earn 8 Reward Points per ₹200 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 8 Reward Points per ₹200 spent"", ""name"": ""Transportation""}, {""child"": ""Earn 8 Reward Points per ₹200 spent"", ""name"": ""Railways""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],"[{""maintitle"": ""Domestic lounge"", ""limit"": [""1 per quarter""], ""eligibility"": [""Spend ₹50,000 or more in the previous quarter (Jan-Mar, Apr-Jun, Jul-Sep, Oct-Dec), you automatically qualify for this privilege in the subsequent quarter (Apr-Jun,  Jul-Sep, Oct-Dec, Jan-Mar).""]}]",,,,"[{""mainTitle"": ""Golf"", ""child"": ""Complimentary Golf Rounds""}]","[""Complimentary Golf Rounds""]",,,,savesage.club,https://savesage.club/credit-card/yes-bank-byoc
Yes Bank Rupay credit card,Yes Bank,Yes Bank,,[],0,,,NA,"[{""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 4 Reward Points per ₹200 spent"", ""name"": ""UPI > ₹2K""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Railways""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Transportation""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""Marketing""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/yes-bank-rupay
Yes Bank EMI credit card,Yes Bank,Yes Bank,,"[""Experience"", ""Travel Booking""]",499,,,2% to 3%,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""Select Merchants""}, {""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Railways""}, {""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Transportation""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 120000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The joining fee will be waived."", ""milestoneType"": ""YEAR""}]",[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/yes-bank-emi
Yes Bank Wellness credit card,Yes Bank,Yes Bank,,[],499,,,NA,"[{""child"": ""Earn 4 Reward Points per ₹200 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 20 Reward Points per ₹200 spent"", ""name"": ""Pharmacy""}, {""child"": ""Earn 4 Reward Points per ₹200 spent"", ""name"": ""Railways""}, {""child"": ""Earn 4 Reward Points per ₹200 spent"", ""name"": ""Transportation""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/yes-bank-wellness
