card_name,issuing_bank,issuing_bank_raw,card_network,categories,joining_fee,annual_fee,fee_waiver_condition,reward_rate,reward_structure,redemption_options,welcome_benefits,milestone_benefits,lounge_access,eligibility,interest_rate_apr,forex_markup,other_charges,key_features,pros,cons,rating,source_site,source_url
IndusInd Cred (Rupay) credit card,IndusInd Bank,IndusInd,Rupay,"[""Experience"", ""Travel Booking"", ""Hotel Transfer""]",0,,,2% to 5%,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Cred""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""E-Commerce""}, {""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""UPI Scan & Pay (Cred)""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Insurance""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Education""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/indusind-cred-rupay
SBI Elite (Rupay) credit card,SBI Card,SBI,Rupay,[],4999,,,NA,"[{""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Dining""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Grocery""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Departmental Stores""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 0, ""cycleType"": ""STATEMENT"", ""benefits"": ""E- Gift Voucher worth Rs. 5,000 from any of the following brands: Yatra, Hush Puppies / Bata, Aditya Birla Fashion,Pantaloons and Shopper's Stop."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 300000, ""cycleType"": ""STATEMENT"", ""benefits"": ""10,000 RPs."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 3, ""spent"": 400000, ""cycleType"": ""STATEMENT"", ""benefits"": ""10,000 RPs."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 4, ""spent"": 500000, ""cycleType"": ""STATEMENT"", ""benefits"": ""15,000 RPs."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 5, ""spent"": 800000, ""cycleType"": ""STATEMENT"", ""benefits"": ""15,000 RPs."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 6, ""spent"": 1000000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""2 per quarter""], ""eligibility"": [""N/A""]}, {""maintitle"": ""International lounge"", ""limit"": [""2 per quarter""], ""eligibility"": [""6 Complimentary Lounge Access using Priority Pass.""]}]",,,,"[{""mainTitle"": ""BookMyShow"", ""child"": ""Free Movie Tickets Worth Rs 6,000""}, {""mainTitle"": ""Concierge"", ""child"": ""Exclusive Concierge Service""}, {""mainTitle"": ""ITC"", ""child"": ""Club ITC Membership""}, {""mainTitle"": ""Trident Privilege"", ""child"": ""Trident Privilege Red Tier membership""}]","[""Free Movie Tickets Worth Rs 6,000"", ""Exclusive Concierge Service"", ""Club ITC Membership"", ""Trident Privilege Red Tier membership""]",,,,savesage.club,https://savesage.club/credit-card/sbi-elite-rupay
HDFC Swiggy BLCK credit card,HDFC Bank,HDFC,,"[""Experience"", ""Travel Booking"", ""Hotel Transfer""]",1000,,,1% to 2%,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Swiggy""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Online""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Flipkart""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Myntra""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Ixigo""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Amazon""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Cleartrip""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""BookMyShow""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Uber""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Netflix""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Sony LIV""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Prime""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Hotstar""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Paytm Travel""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Yatra""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""EaseMyTrip""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Ibibo""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Pharmeasy""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Croma""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Vijay Sales""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Reliance Digital""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Nykaa""}, {""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Insurance""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Education""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Gift Cards""}, {""child"": "" No Reward Points on this category."", ""name"": ""Gaming""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 0, ""cycleType"": ""STATEMENT"", ""benefits"": ""The joining fee will be waived."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 1, ""cycleType"": ""STATEMENT"", ""benefits"": ""Complimentary Swiggy BLCK membership for 3 months"", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 3, ""spent"": 200000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]",[],,,,"[{""mainTitle"": ""Golf"", ""child"": ""Golf Rounds""}]","[""Golf Rounds""]",,,,savesage.club,https://savesage.club/credit-card/hdfc-swiggy-blck
HDFC Swiggy ORNGE credit card,HDFC Bank,HDFC,,"[""Experience"", ""Travel Booking"", ""Hotel Transfer""]",500,,,0.5% to 1%,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Ibibo""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Online""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""EaseMyTrip""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Pharmeasy""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Croma""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Vijay Sales""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Reliance Digital""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Netflix""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Sony LIV""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Prime""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Hotstar""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Paytm Travel""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Ixigo""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Yatra""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Swiggy""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Amazon""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Flipkart""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Myntra""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Nykaa""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Cleartrip""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""BookMyShow""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Uber""}, {""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Insurance""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Gift Cards""}, {""child"": "" No Reward Points on this category."", ""name"": ""Gaming""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Education""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 1, ""cycleType"": ""STATEMENT"", ""benefits"": ""Complimentary Swiggy One Membership for 12 months"", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 150000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]",[],,,,"[{""mainTitle"": ""Golf"", ""child"": ""Golf Rounds""}]","[""Golf Rounds""]",,,,savesage.club,https://savesage.club/credit-card/hdfc-swiggy-ornge
Yes Bank Kredit.Pe (ACE) credit card,Yes Bank,Yes Bank,,"[""Experience"", ""Travel Booking""]",0,,,3% to 6%,"[{""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 8 Reward Points per ₹200 spent"", ""name"": ""Online""}, {""child"": ""Earn 4 Reward Points per ₹200 spent"", ""name"": ""Offline""}, {""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""Online (E-Commerce)""}, {""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""UPI (Kredit.Pe)""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Railways""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Transportation""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Education""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/yes-bank-kreditpe-ace
Axis My Zone (Rupay) credit card,Axis Bank,Axis,Rupay,"[""Catalogue Products"", ""Cashback""]",500,,,0.05% to 0.1%,"[{""child"": ""Earn 4 Reward Points per ₹200 spent"", ""name"": ""Base Rewards""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Education""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Insurance""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""Movies""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 0, ""cycleType"": ""STATEMENT"", ""benefits"": ""Get SonyLIV membership"", ""milestoneType"": ""DAYS""}, {""milestoneNumber"": 2, ""spent"": 150000, ""cycleType"": ""STATEMENT"", ""benefits"": ""Get 1000 Edge Reward Point and Renewal of SonyLiv membership."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""1 per quarter""], ""eligibility"": [""Minimum spends of ₹50k in previous 3 calendar months.""]}]",,,,"[{""mainTitle"": ""Ajio"", ""child"": ""Get upto Rs 1000 Off""}, {""mainTitle"": ""District"", ""child"": ""Buy 1 Movie Ticket and Get 1""}, {""mainTitle"": ""EazyDiner"", ""child"": ""15% off via Dining Delights Program""}, {""mainTitle"": ""SonyLIV"", ""child"": ""Premium Annual membership""}, {""mainTitle"": ""Swiggy"", ""child"": ""Rs 120 off on Swiggy""}]","[""Get upto Rs 1000 Off"", ""Buy 1 Movie Ticket and Get 1"", ""15% off via Dining Delights Program"", ""Premium Annual membership"", ""Rs 120 off on Swiggy""]",,,,savesage.club,https://savesage.club/credit-card/axis-my-zone-rupay
HDFC Purchase Premium credit card,HDFC Bank,HDFC,,[],0,,,NA,"[{""child"": ""Earn 4 Reward Points per ₹150 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 25 Reward Points per ₹150 spent"", ""name"": ""Business Essential""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],[],,,,"[{""mainTitle"": ""Revolving Facility"", ""child"": ""Pay a minimum 30% of the billed amount and get a revolving facility.""}]","[""Pay a minimum 30% of the billed amount and get a revolving facility.""]",,,,savesage.club,https://savesage.club/credit-card/hdfc-purchase-premium
Indian Rupay Classic credit card,Indian Bank,Indian,,"[""Experience"", ""Travel Booking"", ""Hotel Transfer""]",0,,,5% to 10%,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 0.5 Reward Points per ₹100 spent"", ""name"": ""Insurance""}, {""child"": ""Earn 0.5 Reward Points per ₹100 spent"", ""name"": ""Fuel""}, {""child"": ""Earn 0.5 Reward Points per ₹100 spent"", ""name"": ""Government""}, {""child"": ""Earn 0.5 Reward Points per ₹100 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 0.5 Reward Points per ₹100 spent"", ""name"": ""Rent""}, {""child"": ""Earn 0.5 Reward Points per ₹100 spent"", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/indian-rupay-classic
Indian Rupay Platinum credit card,Indian Bank,Indian,,"[""Airline Transfer"", ""Travel Booking""]",0,,,2% to 5%,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 0.5 Reward Points per ₹100 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 0.5 Reward Points per ₹100 spent"", ""name"": ""Jewellery""}, {""child"": ""Earn 0.5 Reward Points per ₹100 spent"", ""name"": ""Rent""}, {""child"": ""Earn 0.5 Reward Points per ₹100 spent"", ""name"": ""Government""}, {""child"": ""Earn 0.5 Reward Points per ₹100 spent"", ""name"": ""Insurance""}, {""child"": ""Earn 0.5 Reward Points per ₹100 spent"", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/indian-rupay-platinum
Indian Rupay Select credit card,Indian Bank,Indian,,[],0,,,NA,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 0.5 Reward Points per ₹100 spent"", ""name"": ""Jewellery""}, {""child"": ""Earn 0.5 Reward Points per ₹100 spent"", ""name"": ""Government""}, {""child"": ""Earn 0.5 Reward Points per ₹100 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 0.5 Reward Points per ₹100 spent"", ""name"": ""Fuel""}, {""child"": ""Earn 0.5 Reward Points per ₹100 spent"", ""name"": ""Rent""}, {""child"": ""Earn 0.5 Reward Points per ₹100 spent"", ""name"": ""Insurance""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/indian-rupay-select
