card_name,issuing_bank,issuing_bank_raw,card_network,categories,joining_fee,annual_fee,fee_waiver_condition,reward_rate,reward_structure,redemption_options,welcome_benefits,milestone_benefits,lounge_access,eligibility,interest_rate_apr,forex_markup,other_charges,key_features,pros,cons,rating,source_site,source_url
ICICI MakeMyTrip Signature (Mastercard) credit card,ICICI Bank,ICICI,Mastercard,"[""Catalogue Products"", ""Experience"", ""Travel Booking"", ""Hotel Transfer"", ""Pay by Points""]",2500,,,0.5% to 1%,"[{""child"": ""Earn 1.3 Reward Points per ₹200 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 4 Reward Points per ₹200 spent"", ""name"": ""MakeMyTrip Hotels""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Flights""}, {""child"": ""Earn 1.5 Reward Points per ₹200 spent"", ""name"": ""International""}, {""child"": ""Earn 1 Reward Points per ₹200 spent"", ""name"": ""Insurance""}, {""child"": ""Earn 1 Reward Points per ₹200 spent"", ""name"": ""Education""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Skill Based Gaming""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 250000, ""cycleType"": ""STATEMENT"", ""benefits"": ""1,100 MyCash Points."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 500000, ""cycleType"": ""STATEMENT"", ""benefits"": ""4,000 MyCash Points."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""2 per quarter""], ""eligibility"": [""No explicit spend condition""]}, {""maintitle"": ""Railway lounge"", ""limit"": [""1 per quarter""], ""eligibility"": [""No explicit spend condition""]}, {""maintitle"": ""International lounge"", ""limit"": [""1 per year""], ""eligibility"": [""No explicit spend condition""]}]",,,,"[{""mainTitle"": ""BookMyShow"", ""child"": ""Get upto 25% Discount""}, {""mainTitle"": ""INOX"", ""child"": ""Get upto 25% Discount""}, {""mainTitle"": ""MakeMyTrip"", ""child"": ""MakeMyTrip Black membership""}]","[""Get upto 25% Discount"", ""Get upto 25% Discount"", ""MakeMyTrip Black membership""]",,,,savesage.club,https://savesage.club/credit-card/icici-makemytrip-signature-mastercard
ICICI MakeMyTrip Signature (Rupay) credit card,ICICI Bank,ICICI,Rupay,"[""Catalogue Products"", ""Experience"", ""Travel Booking"", ""Hotel Transfer"", ""Pay by Points""]",2500,,,0.5% to 1%,"[{""child"": ""Earn 1.3 Reward Points per ₹200 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 4 Reward Points per ₹200 spent"", ""name"": ""MakeMyTrip Hotels""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Flights""}, {""child"": ""Earn 1.5 Reward Points per ₹200 spent"", ""name"": ""International""}, {""child"": ""Earn 1 Reward Points per ₹200 spent"", ""name"": ""Insurance""}, {""child"": ""Earn 1 Reward Points per ₹200 spent"", ""name"": ""Education""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Skill Based Gaming""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 250000, ""cycleType"": ""STATEMENT"", ""benefits"": ""1,100 MyCash Points."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 500000, ""cycleType"": ""STATEMENT"", ""benefits"": ""4,000 MyCash Points."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""2 per quarter""], ""eligibility"": [""No explicit spend condition""]}, {""maintitle"": ""Railway lounge"", ""limit"": [""1 per quarter""], ""eligibility"": [""No explicit spend condition""]}, {""maintitle"": ""International lounge"", ""limit"": [""1 per year""], ""eligibility"": [""No explicit spend condition""]}]",,,,"[{""mainTitle"": ""BookMyShow"", ""child"": ""Get upto 25% Discount""}, {""mainTitle"": ""INOX"", ""child"": ""Get upto 25% Discount""}, {""mainTitle"": ""MakeMyTrip"", ""child"": ""MakeMyTrip Black membership""}]","[""Get upto 25% Discount"", ""Get upto 25% Discount"", ""MakeMyTrip Black membership""]",,,,savesage.club,https://savesage.club/credit-card/icici-makemytrip-signature-rupay
IDFC IndiGo Dual (Mastercard) credit card,IDFC FIRST Bank,IDFC,Mastercard,"[""Airline Transfer"", ""Travel Booking""]",4999,,,2% to 4%,"[{""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 6 Reward Points per ₹100 spent"", ""name"": ""Indigo""}, {""child"": ""Earn 0.5 Reward Points per ₹100 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 0.5 Reward Points per ₹100 spent"", ""name"": ""Insurance""}, {""child"": ""Earn 0.5 Reward Points per ₹100 spent"", ""name"": ""Rent""}, {""child"": ""Earn 0.5 Reward Points per ₹100 spent"", ""name"": ""Wallets""}, {""child"": ""Earn 0.5 Reward Points per ₹100 spent"", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 0, ""cycleType"": ""STATEMENT"", ""benefits"": ""Earns 5,000 additional BluChips, for a total of 5,000 BluChips."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 100000, ""cycleType"": ""STATEMENT"", ""benefits"": ""Voucher of 3000 BluChips"", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 3, ""spent"": 500000, ""cycleType"": ""STATEMENT"", ""benefits"": ""Earns 5,000 additional BluChips, for a total of 10,000 BluChips."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 4, ""spent"": 800000, ""cycleType"": ""STATEMENT"", ""benefits"": ""Earns 5,000 additional BluChips, for a total of 15,000 BluChips."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 5, ""spent"": 1000000, ""cycleType"": ""STATEMENT"", ""benefits"": ""Earns 5,000 additional BluChips, for a total of 20,000 BluChips."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 6, ""spent"": 1200000, ""cycleType"": ""STATEMENT"", ""benefits"": ""Earns 5,000 additional BluChips, for a total of 25,000 BluChips."", ""milestoneType"": ""YEAR""}]",[],,,,"[{""mainTitle"": ""EazyDiner"", ""child"": ""Upto ₹400 off""}, {""mainTitle"": ""EazyDiner"", ""child"": ""EazyDiner""}, {""mainTitle"": ""Golf"", ""child"": ""Complimentary Golf Rounds""}, {""mainTitle"": ""Insurance"", ""child"": ""Trip Cancellation Cover""}, {""mainTitle"": ""Road Side Assistance"", ""child"": ""Road Side Assistance""}]","[""Upto ₹400 off"", ""EazyDiner"", ""Complimentary Golf Rounds"", ""Trip Cancellation Cover"", ""Road Side Assistance""]",,,,savesage.club,https://savesage.club/credit-card/idfc-indigo-dual-mastercard
IDFC FIRST Digital RuPay credit card,IDFC FIRST Bank,IDFC,,[],199,,,NA,"[{""child"": ""Earn 1 Reward Points per ₹150 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 3 Reward Points per ₹150 spent"", ""name"": ""UPI > 2K""}, {""child"": ""Earn 1 Reward Points per ₹150 spent"", ""name"": ""UPI < 2K""}, {""child"": ""Earn 1 Reward Points per ₹150 spent"", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],[],,,,"[{""mainTitle"": ""Road Side Assistance"", ""child"": ""Road Side Assistance""}]","[""Road Side Assistance""]",,,,savesage.club,https://savesage.club/credit-card/idfc-first-digital-rupay
Amex Corporate Platinum credit card,American Express,Amex,,"[""Airline Transfer"", ""Hotel Transfer""]",0,,,1% to 10%,"[{""child"": ""Earn 1 Reward Points per ₹40 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""Wellbeing Nutrition""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""Nykaa Fashion""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""Puma""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""Tanishq""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""Uniqlo""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""Forest Essentials""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""Acer""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""Ajio""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""Amex Shopwise""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""Dyson""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""Apple""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""Aurelia""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""Croma""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""Farfetch""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""Flipkart""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""IGP""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""Koskii""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""Lenovo""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""MakeMyTrip""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""Mokobara""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""Myntra""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""Nykaa""}, {""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""HPCL""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 3000000, ""cycleType"": ""STATEMENT"", ""benefits"": ""Get a Gift Voucher worth ₹10,000."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""Unlimited""], ""eligibility"": [""Enjoy access to The Centurion® Lounges* and Escape Lounges – The Centurion® Studio Partner, Lufthansa lounges, and Delta Sky Club®\nGet a membership to the highest tier of Priority PassTM (valued at US $429) and access to over 1,200 airport lounges across the globe.\nAccess the Centurion Lounge at Terminal 3, IGI Airport Delhi, and at Terminal 2, CSI Airport Mumbai along with over 30 domestic airport partner lounges across key cities in India.""]}, {""maintitle"": ""International lounge"", ""limit"": [""Unlimited""], ""eligibility"": [""Enjoy access to The Centurion® Lounges* and Escape Lounges – The Centurion® Studio Partner, Lufthansa lounges, and Delta Sky Club®\nGet a membership to the highest tier of Priority PassTM (valued at US $429) and access to over 1,200 airport lounges across the globe.\nAccess the Centurion Lounge at Terminal 3, IGI Airport Delhi, and at Terminal 2, CSI Airport Mumbai along with over 30 domestic airport partner lounges across key cities in India.""]}]",,,,"[{""mainTitle"": ""EazyDiner"", ""child"": ""15% Off upto ₹2000""}, {""mainTitle"": ""FINE HOTELS AND RESORTS"", ""child"": ""Privileges at FINE HOTELS AND RESORTS""}, {""mainTitle"": ""Hertz Gold Plus Rewards"", ""child"": ""Enjoy special benefits such as discounts, upgrades, and priority service when renting with Hertz""}, {""mainTitle"": ""Insurance"", ""child"": ""Insurance Cover""}, {""mainTitle"": ""International Airline Program"", ""child"": ""Travel aboard some of the world's leading airlines and enjoy special perks.""}, {""mainTitle"": ""MakeMyTrip"", ""child"": ""MakeMyTrip Vouchers""}, {""mainTitle"": ""Marriott Bonvoy"", ""child"": ""Marriott Bonvoy Gold Elite Status""}, {""mainTitle"": ""Taj Epicure Plus"", ""child"": ""Get complimentary Epicure Plus membership.""}]","[""15% Off upto ₹2000"", ""Privileges at FINE HOTELS AND RESORTS"", ""Enjoy special benefits such as discounts, upgrades, and priority service when renting with Hertz"", ""Insurance Cover"", ""Travel aboard some of the world's leading airlines and enjoy special perks."", ""MakeMyTrip Vouchers"", ""Marriott Bonvoy Gold Elite Status"", ""Get complimentary Epicure Plus membership.""]",,,,savesage.club,https://savesage.club/credit-card/amex-corporate-platinum
Amex Corporate Gold credit card,American Express,Amex,,"[""Airline Transfer"", ""Hotel Transfer""]",0,,,1% to 10%,"[{""child"": ""Earn 1 Reward Points per ₹50 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Tanishq""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Uniqlo""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Forest Essentials""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Wellbeing Nutrition""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Ajio""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Acer""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Amex Shopwise""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Apple""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Aurelia""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Croma""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Myntra""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Dyson""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Farfetch""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Flipkart""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""IGP""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Koskii""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Lenovo""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""MakeMyTrip""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Mokobara""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Nykaa""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Nykaa Fashion""}, {""child"": ""Earn 3 Reward Points per ₹50 spent"", ""name"": ""Puma""}, {""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""HPCL""}, {""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],"[{""maintitle"": ""International lounge"", ""limit"": [""2 per year""], ""eligibility"": [""More than two visits lounge visits for Gold Cardmembers will be charged at the prevailing retail rate""]}]",,,,"[{""mainTitle"": ""EazyDiner"", ""child"": ""15% Off upto ₹2000""}, {""mainTitle"": ""Insurance"", ""child"": ""Insurance Cover""}]","[""15% Off upto ₹2000"", ""Insurance Cover""]",,,,savesage.club,https://savesage.club/credit-card/amex-corporate-gold
Amex Corporate Green credit card,American Express,Amex,,"[""Airline Transfer"", ""Hotel Transfer""]",0,,,1% to 10%,"[{""child"": ""Earn 1 Reward Points per ₹50 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""IGP""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Puma""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Tanishq""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Wellbeing Nutrition""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Nykaa""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Nykaa Fashion""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Uniqlo""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Forest Essentials""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Farfetch""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Acer""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Ajio""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Amex Shopwise""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Apple""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Aurelia""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Croma""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Dyson""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Flipkart""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Koskii""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Lenovo""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""MakeMyTrip""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Mokobara""}, {""child"": ""Earn 2 Reward Points per ₹50 spent"", ""name"": ""Myntra""}, {""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""HPCL""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],[],,,,"[{""mainTitle"": ""EazyDiner"", ""child"": ""15% Off upto ₹2000""}]","[""15% Off upto ₹2000""]",,,,savesage.club,https://savesage.club/credit-card/amex-corporate-green
SBI Flipkart credit card,SBI Card,SBI,,[],500,,,NA,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 7.5 Reward Points per ₹100 spent"", ""name"": ""Myntra""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Cleartrip""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Flipkart""}, {""child"": ""Earn 4 Reward Points per ₹100 spent"", ""name"": ""Uber""}, {""child"": ""Earn 4 Reward Points per ₹100 spent"", ""name"": ""Netmeds""}, {""child"": ""Earn 4 Reward Points per ₹100 spent"", ""name"": ""PVR""}, {""child"": ""Earn 4 Reward Points per ₹100 spent"", ""name"": ""Zomato""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Gaming""}, {""child"": "" No Reward Points on this category."", ""name"": ""Gift Cards""}, {""child"": "" No Reward Points on this category."", ""name"": ""Education""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Education (Third-party)""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Insurance""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 0, ""cycleType"": ""STATEMENT"", ""benefits"": ""Rs. 250 worth flipkart vouchers"", ""milestoneType"": ""DAYS""}, {""milestoneNumber"": 2, ""spent"": 350000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]",[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/sbi-flipkart
SBI Karnataka Bank SimplySAVE credit card,SBI Card,SBI,,"[""Brand Wallet"", ""Catalogue Products""]",499,,,2% to 3%,"[{""child"": ""Earn 1 Reward Points per ₹150 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 10 Reward Points per ₹150 spent"", ""name"": ""Dining""}, {""child"": ""Earn 10 Reward Points per ₹150 spent"", ""name"": ""Grocery""}, {""child"": ""Earn 10 Reward Points per ₹150 spent"", ""name"": ""Departmental Stores""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 100000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]",[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/sbi-karnataka-bank-simplysave
SBI Karnataka Bank SBI PRIME credit card,SBI Card,SBI,,"[""Catalogue Brand Vouchers""]",2999,,,1% to 2.5%,"[{""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 20 Reward Points per ₹100 spent"", ""name"": ""Birthday""}, {""child"": ""Earn 20 Reward Points per ₹100 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Grocery""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Dining""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Departmental Stores""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 50000, ""cycleType"": ""STATEMENT"", ""benefits"": ""Pizza Hut e-voucher worth ₹1,000."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 300000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 3, ""spent"": 500000, ""cycleType"": ""STATEMENT"", ""benefits"": ""E-Gift Voucher worth Rs. 7,000 from Yatra.com/Pantaloons"", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""2 per quarter/ 8 per year""], ""eligibility"": [""No explicit spend condition""]}, {""maintitle"": ""International lounge"", ""limit"": [""2 per quarter""], ""eligibility"": [""No explicit spend condition""]}]",,,,[],[],,,,savesage.club,https://savesage.club/credit-card/sbi-karnataka-bank-sbi-prime
